ponto,rotulo_ponto,tipo_referencia,dist_m,limiar_principal_m,associacao_principal,idacidente,data,hora,dia_sem,latitude,longitude,log1,log2,tipo_acid,feridos,feridos_gr,fatais,moto,bicicleta,onibus
P4,Corredor Av. Vicente Monteggia,polyline,5.3,50.0,sim,683502,2021-06-06 00:00:00,17:15:00.0000000,DOMINGO,-30.114141650794835,-51.21260009681672,AV VICENTE MONTEGGIA ,,NAO CADASTRADO,1,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,6.9,50.0,sim,683625,2020-12-07 00:00:00,09:30:00.0000000,SEGUNDA-FEIRA,-30.107058450013543,-51.222238052845874,AV VICENTE MONTEGGIA ,,COLISÃO,1,1,0,1,0,0
P1,Rotula Estr. 3 Meninas x Estr. Cristiano Kraemer,point,2.0,100.0,sim,683635,2020-12-20 00:00:00,18:00:00.0000000,DOMINGO,-30.118306285597967,-51.20316992502019,ESTR TRES MENINAS ,,CHOQUE,1,1,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,6.6,50.0,sim,683689,2021-06-23 00:00:00,18:15:00.0000000,QUARTA-FEIRA,-30.103685756392956,-51.22303049085255,AV VICENTE MONTEGGIA ,,NAO CADASTRADO,2,0,0,1,0,0
P2,Confluencia Cristiano Kraemer x Belem Velho x Monte Cristo,point,35.9,100.0,sim,683717,2021-06-24 00:00:00,10:30:00.0000000,QUINTA-FEIRA,-30.11771769737005,-51.20668517851985,AV RODRIGUES DA FONSECA ,,COLISÃO,0,0,0,0,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,109.6,100.0,nao_contexto,683914,2021-06-23 00:00:00,10:00:00.0000000,QUARTA-FEIRA,-30.112139701069395,-51.22675529001464,AV CAVALHADA ,,COLISÃO,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,5.5,50.0,sim,683933,2021-06-23 00:00:00,18:45:00.0000000,QUARTA-FEIRA,-30.103728861202455,-51.223150324332934,AV VICENTE MONTEGGIA ,PSG VICENTE MONTEGGIA-VICENTE P SOUZA,ABALROAMENTO,0,0,0,1,0,0
P7,Estr. 3 Meninas x Estr. Costa Gama,point,59.0,100.0,sim,684398,2021-07-03 00:00:00,14:20:00.0000000,SÁBADO,-30.13319922966004,-51.17572672877439,ESTR COSTA GAMA ,,ABALROAMENTO,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,6.2,50.0,sim,684431,2021-06-22 00:00:00,06:50:00.0000000,TERÇA-FEIRA,-30.095153439262507,-51.22575044631959,AV CAVALHADA ,R DR CAMPOS VELHO,ABALROAMENTO,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,3.1,50.0,sim,684435,2021-07-11 00:00:00,15:50:00.0000000,DOMINGO,-30.09755916097884,-51.2246173401569,AV VICENTE MONTEGGIA ,,COLISÃO,0,0,0,0,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,6.2,100.0,sim,684574,2021-07-13 00:00:00,16:24:00.0000000,TERÇA-FEIRA,-30.11304852321781,-51.22647464275361,AV CAVALHADA ,ESTR JOAO SALOMONI,TOMBAMENTO,0,0,0,1,0,0
P8,Estr. Costa Gama x Estr. Afonso Lourenco Mariante,point,102.7,100.0,nao_contexto,684635,2021-07-17 00:00:00,21:35:00.0000000,SÁBADO,-30.11608224517232,-51.17729626778765,ESTR COSTA GAMA ,,COLISÃO,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,8.5,50.0,sim,684658,2021-07-19 00:00:00,07:30:00.0000000,SEGUNDA-FEIRA,-30.110891122550967,-51.21855919858689,AV VICENTE MONTEGGIA ,,COLISÃO,1,1,0,1,0,0
P7,Estr. 3 Meninas x Estr. Costa Gama,point,8.1,100.0,sim,684712,2021-07-06 00:00:00,20:35:00.0000000,TERÇA-FEIRA,-30.13366608200409,-51.17570042610169,ESTR TRES MENINAS ,ESTR COSTA GAMA,ABALROAMENTO,0,0,0,0,0,0
P8,Estr. Costa Gama x Estr. Afonso Lourenco Mariante,point,117.9,100.0,nao_contexto,684739,2021-07-17 00:00:00,21:35:00.0000000,SÁBADO,-30.11622194020231,-51.177294999361045,ESTR COSTA GAMA ,,COLISÃO,0,0,0,0,0,0
P3,Acesso Av. Vicente Monteggia via Joao Salomoni/Rodrigues,point,6.1,100.0,sim,684763,2021-07-22 00:00:00,11:30:00.0000000,QUINTA-FEIRA,-30.115550453760484,-51.21250512477582,ESTR JOAO SALOMONI ,,ABALROAMENTO,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,3.4,50.0,sim,684763,2021-07-22 00:00:00,11:30:00.0000000,QUINTA-FEIRA,-30.115550453760484,-51.21250512477582,ESTR JOAO SALOMONI ,,ABALROAMENTO,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,5.0,50.0,sim,684870,2021-07-26 00:00:00,14:00:00.0000000,SEGUNDA-FEIRA,-30.11338880651166,-51.21294505868652,ESTR JOAO PASSUELO ,,COLISÃO,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,4.4,50.0,sim,685053,2021-07-31 00:00:00,11:30:00.0000000,SÁBADO,-30.11135085333883,-51.2182945987202,AV VICENTE MONTEGGIA ,,ABALROAMENTO,1,0,0,1,0,0
P2,Confluencia Cristiano Kraemer x Belem Velho x Monte Cristo,point,39.2,100.0,sim,685067,2021-07-26 00:00:00,17:30:00.0000000,SEGUNDA-FEIRA,-30.11743130368733,-51.20673894882203,AV RODRIGUES DA FONSECA ,,ABALROAMENTO,0,0,0,0,0,1
P2,Confluencia Cristiano Kraemer x Belem Velho x Monte Cristo,point,49.3,100.0,sim,685088,2021-08-01 00:00:00,16:50:00.0000000,DOMINGO,-30.117733789311025,-51.205888193305896,ESTR CRISTIANO KRAEMER ,,COLISÃO,1,0,0,1,0,0
P8,Estr. Costa Gama x Estr. Afonso Lourenco Mariante,point,13.8,100.0,sim,685099,2021-07-30 00:00:00,12:45:00.0000000,SEXTA-FEIRA,-30.11530374211376,-51.17705762386323,ESTR COSTA GAMA ,,ABALROAMENTO,0,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,4.7,50.0,sim,685104,2021-08-02 00:00:00,07:18:00.0000000,SEGUNDA-FEIRA,-30.095149276991798,-51.2257786949502,AV CAVALHADA ,,COLISÃO,2,0,0,1,1,0
P4,Corredor Av. Vicente Monteggia,polyline,4.7,50.0,sim,685106,2021-07-30 00:00:00,02:00:00.0000000,SEXTA-FEIRA,-30.095149276991798,-51.2257786949502,AV CAVALHADA ,R DR CAMPOS VELHO,ABALROAMENTO,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,4.7,50.0,sim,685147,2021-08-02 00:00:00,07:40:00.0000000,SEGUNDA-FEIRA,-30.095149276991798,-51.2257786949502,AV CAVALHADA ,,COLISÃO,1,0,0,1,1,0
P4,Corredor Av. Vicente Monteggia,polyline,9.5,50.0,sim,685314,2021-08-05 00:00:00,13:30:00.0000000,QUINTA-FEIRA,-30.102496759679475,-51.223483842763486,AV VICENTE MONTEGGIA ,,NAO CADASTRADO,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,9.5,50.0,sim,685333,2021-08-05 00:00:00,13:30:00.0000000,QUINTA-FEIRA,-30.102496759679475,-51.223483842763486,AV VICENTE MONTEGGIA ,,COLISÃO,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.0,50.0,sim,685361,2021-08-05 00:00:00,21:30:00.0000000,QUINTA-FEIRA,-30.11035734130086,-51.21900318813934,AV VICENTE MONTEGGIA ,,ABALROAMENTO,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.5,50.0,sim,685484,2021-08-10 00:00:00,10:30:00.0000000,TERÇA-FEIRA,-30.112272409745618,-51.2170533835888,AV VICENTE MONTEGGIA ,,COLISÃO,0,0,0,0,0,0
P7,Estr. 3 Meninas x Estr. Costa Gama,point,40.2,100.0,sim,685488,2021-08-09 00:00:00,09:00:00.0000000,SEGUNDA-FEIRA,-30.13405307673009,-51.175552014704685,ESTR COSTA GAMA ,,ABALROAMENTO,1,0,0,0,1,0
P4,Corredor Av. Vicente Monteggia,polyline,5.7,50.0,sim,685516,2021-08-04 00:00:00,20:20:00.0000000,QUARTA-FEIRA,-30.097765274629893,-51.22483178973199,AV VICENTE MONTEGGIA ,,COLISÃO,0,0,0,0,0,0
P2,Confluencia Cristiano Kraemer x Belem Velho x Monte Cristo,point,117.1,100.0,nao_contexto,685551,2021-08-10 00:00:00,16:00:00.0000000,TERÇA-FEIRA,-30.117148205897198,-51.20748070588027,AV RODRIGUES DA FONSECA ,,ABALROAMENTO,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.3,50.0,sim,685653,2021-08-13 00:00:00,10:50:00.0000000,SEXTA-FEIRA,-30.099875809970335,-51.22520193457604,AV VICENTE MONTEGGIA ,,COLISÃO,0,0,0,0,0,0
P1,Rotula Estr. 3 Meninas x Estr. Cristiano Kraemer,point,31.7,100.0,sim,685775,2021-08-18 00:00:00,15:00:00.0000000,QUARTA-FEIRA,-30.118090804609295,-51.202979018242516,ESTR TRES MENINAS ,,COLISÃO,2,0,0,0,0,0
P3,Acesso Av. Vicente Monteggia via Joao Salomoni/Rodrigues,point,95.3,100.0,sim,685845,2021-08-19 00:00:00,10:32:00.0000000,QUINTA-FEIRA,-30.11525489068146,-51.213429892023846,ESTR JOAO SALOMONI ,,ABALROAMENTO,0,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,91.5,50.0,nao_contexto,685845,2021-08-19 00:00:00,10:32:00.0000000,QUINTA-FEIRA,-30.11525489068146,-51.213429892023846,ESTR JOAO SALOMONI ,,ABALROAMENTO,0,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,13.6,50.0,sim,685942,2021-08-21 00:00:00,23:50:00.0000000,SÁBADO,-30.113361751143294,-51.21285974979401,AV VICENTE MONTEGGIA ,ESTR JOAO PASSUELO,NAO CADASTRADO,1,0,0,1,0,0
P3,Acesso Av. Vicente Monteggia via Joao Salomoni/Rodrigues,point,64.2,100.0,sim,685960,2021-08-17 00:00:00,07:30:00.0000000,TERÇA-FEIRA,-30.114932516205876,-51.21235817670823,AV VICENTE MONTEGGIA ,,EVENTUAL,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,3.0,50.0,sim,685960,2021-08-17 00:00:00,07:30:00.0000000,TERÇA-FEIRA,-30.114932516205876,-51.21235817670823,AV VICENTE MONTEGGIA ,,EVENTUAL,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,24.7,50.0,sim,686001,2021-08-21 00:00:00,23:50:00.0000000,SÁBADO,-30.113497469117515,-51.21265492425634,ESTR JOAO PASSUELO ,,ABALROAMENTO,0,0,0,1,0,0
P3,Acesso Av. Vicente Monteggia via Joao Salomoni/Rodrigues,point,57.1,100.0,sim,686074,2021-08-28 00:00:00,03:20:00.0000000,SÁBADO,-30.11573744326853,-51.21195309579457,R ATILIO SUPERTTI ,,COLISÃO,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,49.8,50.0,sim,686074,2021-08-28 00:00:00,03:20:00.0000000,SÁBADO,-30.11573744326853,-51.21195309579457,R ATILIO SUPERTTI ,,COLISÃO,0,0,0,0,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,12.0,100.0,sim,686468,2021-09-04 00:00:00,16:00:00.0000000,SÁBADO,-30.113168013988034,-51.226596683263786,AV CAVALHADA ,,COLISÃO,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,5.9,50.0,sim,686478,2021-09-04 00:00:00,00:05:00.0000000,SÁBADO,-30.101178078936048,-51.22424186060494,AV VICENTE MONTEGGIA ,,ABALROAMENTO,0,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,24.3,50.0,sim,686503,2021-09-06 00:00:00,12:00:00.0000000,SEGUNDA-FEIRA,-30.09496082672545,-51.22550904750825,AV CAVALHADA ,,TOMBAMENTO,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,5.9,50.0,sim,686586,2021-09-12 00:00:00,17:30:00.0000000,DOMINGO,-30.109412969952775,-51.219779811467724,AV VICENTE MONTEGGIA ,,COLISÃO,1,0,0,1,0,0
P2,Confluencia Cristiano Kraemer x Belem Velho x Monte Cristo,point,98.2,100.0,sim,686628,2021-09-08 00:00:00,11:37:00.0000000,QUARTA-FEIRA,-30.117605311603324,-51.20534017682076,ESTR CRISTIANO KRAEMER ,,COLISÃO,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,4.9,50.0,sim,686638,2021-09-09 00:00:00,11:20:00.0000000,QUINTA-FEIRA,-30.100330630815495,-51.22499406337739,AV VICENTE MONTEGGIA ,,COLISÃO,0,0,0,0,0,0
P3,Acesso Av. Vicente Monteggia via Joao Salomoni/Rodrigues,point,78.6,100.0,sim,686782,2021-09-16 00:00:00,14:30:00.0000000,QUINTA-FEIRA,-30.114793575000533,-51.212467758849165,AV VICENTE MONTEGGIA ,,ABALROAMENTO,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,5.5,50.0,sim,686782,2021-09-16 00:00:00,14:30:00.0000000,QUINTA-FEIRA,-30.114793575000533,-51.212467758849165,AV VICENTE MONTEGGIA ,,ABALROAMENTO,1,0,0,1,0,0
P3,Acesso Av. Vicente Monteggia via Joao Salomoni/Rodrigues,point,78.3,100.0,sim,686914,2021-09-16 00:00:00,11:44:00.0000000,QUINTA-FEIRA,-30.115293763313534,-51.21325885858493,ESTR JOAO SALOMONI ,,ABALROAMENTO,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,74.6,50.0,nao_contexto,686914,2021-09-16 00:00:00,11:44:00.0000000,QUINTA-FEIRA,-30.115293763313534,-51.21325885858493,ESTR JOAO SALOMONI ,,ABALROAMENTO,0,0,0,0,0,0
P2,Confluencia Cristiano Kraemer x Belem Velho x Monte Cristo,point,188.9,100.0,nao_contexto,686929,2021-09-17 00:00:00,14:10:00.0000000,SEXTA-FEIRA,-30.11678283148715,-51.208106875419624,AV RODRIGUES DA FONSECA ,,ABALROAMENTO,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,2.0,50.0,sim,686945,2021-09-22 00:00:00,09:05:00.0000000,QUARTA-FEIRA,-30.096814996891617,-51.22470974922181,AV FABIO ARAUJO SANTOS ,AV VICENTE MONTEGGIA,ABALROAMENTO,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,3.2,50.0,sim,686978,2021-09-23 00:00:00,13:30:00.0000000,QUINTA-FEIRA,-30.097525681030266,-51.224607761567604,AV VICENTE MONTEGGIA ,,ABALROAMENTO,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,6.0,50.0,sim,687144,2021-09-21 00:00:00,15:45:00.0000000,TERÇA-FEIRA,-30.095125591690007,-51.225793361663825,AV NONOAI ,R DR CAMPOS VELHO,ABALROAMENTO,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,4.1,50.0,sim,687201,2021-09-23 00:00:00,19:40:00.0000000,QUINTA-FEIRA,-30.10722926382058,-51.222043633461006,AV VICENTE MONTEGGIA ,R AMAPA,ABALROAMENTO,0,0,0,0,0,0
P8,Estr. Costa Gama x Estr. Afonso Lourenco Mariante,point,6.3,100.0,sim,687242,2021-09-29 00:00:00,16:30:00.0000000,QUARTA-FEIRA,-30.115236029368454,-51.177077565991326,ESTR AFONSO LOURENCO MARIANTE ,,ABALROAMENTO,0,0,0,0,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,4.0,100.0,sim,687351,2021-10-02 00:00:00,21:00:00.0000000,SÁBADO,-30.113088405365204,-51.22653896379506,AV CAVALHADA ,,ABALROAMENTO,1,1,0,1,0,0
P1,Rotula Estr. 3 Meninas x Estr. Cristiano Kraemer,point,45.3,100.0,sim,687408,2021-10-02 00:00:00,22:40:00.0000000,SÁBADO,-30.118127903784135,-51.20361078316048,ESTR CRISTIANO KRAEMER ,,QUEDA,1,1,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,5.9,50.0,sim,687412,2021-08-25 00:00:00,14:00:00.0000000,QUARTA-FEIRA,-30.109412969952775,-51.219779811467724,AV VICENTE MONTEGGIA ,,QUEDA,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,6.5,50.0,sim,687413,2021-10-04 00:00:00,20:30:00.0000000,SEGUNDA-FEIRA,-30.110417717177963,-51.21895493428262,AV VICENTE MONTEGGIA ,,ABALROAMENTO,1,1,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.1,50.0,sim,687487,2021-10-04 00:00:00,10:10:00.0000000,SEGUNDA-FEIRA,-30.095169683676186,-51.2257169187069,R DR CAMPOS VELHO ,AV CAVALHADA,ABALROAMENTO,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,4.7,50.0,sim,687530,2021-10-07 00:00:00,14:50:00.0000000,QUINTA-FEIRA,-30.095149276991798,-51.2257786949502,AV CAVALHADA ,,COLISÃO,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,8.9,50.0,sim,687605,2021-10-08 00:00:00,08:10:00.0000000,SEXTA-FEIRA,-30.106607585427184,-51.22239099969298,AV VICENTE MONTEGGIA ,,COLISÃO,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,2.9,50.0,sim,687756,2021-10-07 00:00:00,14:50:00.0000000,QUINTA-FEIRA,-30.095190569346997,-51.22575581073762,AV NONOAI ,R DR CAMPOS VELHO,ABALROAMENTO,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,8.4,50.0,sim,687856,2021-10-13 00:00:00,14:30:00.0000000,QUARTA-FEIRA,-30.10675731582332,-51.222342345916196,AV VICENTE MONTEGGIA ,,TOMBAMENTO,0,0,0,0,0,0
P2,Confluencia Cristiano Kraemer x Belem Velho x Monte Cristo,point,100.5,100.0,nao_contexto,687887,2021-10-08 00:00:00,10:10:00.0000000,SEXTA-FEIRA,-30.117564149434127,-51.2053153619214,ESTR CRISTIANO KRAEMER ,,COLISÃO,0,0,0,0,0,0
P2,Confluencia Cristiano Kraemer x Belem Velho x Monte Cristo,point,100.5,100.0,nao_contexto,687896,2021-10-08 00:00:00,10:10:00.0000000,SEXTA-FEIRA,-30.117564149434127,-51.2053153619214,ESTR CRISTIANO KRAEMER ,,COLISÃO,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,14.4,50.0,sim,688565,2021-10-28 00:00:00,12:40:00.0000000,QUINTA-FEIRA,-30.095066684947728,-51.2256298155594,AV NONOAI ,,ABALROAMENTO,0,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,1.1,50.0,sim,688611,2021-10-25 00:00:00,16:50:00.0000000,SEGUNDA-FEIRA,-30.095292677007418,-51.225519776344306,AV VICENTE MONTEGGIA ,AV NONOAI,COLISÃO,0,0,0,0,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,14.6,100.0,sim,688795,2021-10-31 00:00:00,09:20:00.0000000,DOMINGO,-30.113013720053676,-51.22638612985612,ESTR JOAO SALOMONI ,AV CAVALHADA,COLISÃO,0,0,0,0,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,6.9,100.0,sim,688957,2021-11-04 00:00:00,16:10:00.0000000,QUINTA-FEIRA,-30.113041562585963,-51.22647732496262,ESTR JOAO SALOMONI ,AV CAVALHADA,COLISÃO,0,0,0,0,0,0
P3,Acesso Av. Vicente Monteggia via Joao Salomoni/Rodrigues,point,9.1,100.0,sim,689124,2021-11-11 00:00:00,07:20:00.0000000,QUINTA-FEIRA,-30.115423605530154,-51.21251383075185,AV VICENTE MONTEGGIA ,,QUEDA,2,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,2.5,50.0,sim,689124,2021-11-11 00:00:00,07:20:00.0000000,QUINTA-FEIRA,-30.115423605530154,-51.21251383075185,AV VICENTE MONTEGGIA ,,QUEDA,2,0,0,1,0,0
P3,Acesso Av. Vicente Monteggia via Joao Salomoni/Rodrigues,point,99.0,100.0,sim,689182,2021-11-12 00:00:00,08:30:00.0000000,SEXTA-FEIRA,-30.11566123757764,-51.21146798613123,AV RODRIGUES DA FONSECA ,,COLISÃO,2,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,92.9,50.0,nao_contexto,689182,2021-11-12 00:00:00,08:30:00.0000000,SEXTA-FEIRA,-30.11566123757764,-51.21146798613123,AV RODRIGUES DA FONSECA ,,COLISÃO,2,0,0,0,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,4.0,100.0,sim,689219,2021-11-12 00:00:00,17:00:00.0000000,SEXTA-FEIRA,-30.113088405365218,-51.22653896379506,AV CAVALHADA ,,COLISÃO,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,12.4,50.0,sim,689498,2021-11-22 00:00:00,12:20:00.0000000,SEGUNDA-FEIRA,-30.095101200373275,-51.225454432886735,AV NONOAI ,,ABALROAMENTO,0,0,0,0,0,0
P8,Estr. Costa Gama x Estr. Afonso Lourenco Mariante,point,192.8,100.0,nao_contexto,689546,2021-11-22 00:00:00,17:15:00.0000000,SEGUNDA-FEIRA,-30.11344972512652,-51.17694781850421,R DR SARMENTO BARATA ,,ABALROAMENTO,1,0,0,1,0,0
P2,Confluencia Cristiano Kraemer x Belem Velho x Monte Cristo,point,97.7,100.0,sim,689887,2021-11-30 00:00:00,07:50:00.0000000,TERÇA-FEIRA,-30.117249948315383,-51.20731001705817,AV RODRIGUES DA FONSECA ,,NAO CADASTRADO,2,0,0,2,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,149.1,100.0,nao_contexto,689888,2021-11-29 00:00:00,17:50:00.0000000,SEGUNDA-FEIRA,-30.113112328986883,-51.22494980692865,ESTR JOAO SALOMONI ,,ABALROAMENTO,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.0,50.0,sim,689955,2021-12-01 00:00:00,08:00:00.0000000,QUARTA-FEIRA,-30.097930634420496,-51.22495058038453,AV VICENTE MONTEGGIA ,,NAO CADASTRADO,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,5.9,50.0,sim,690042,2021-12-02 00:00:00,10:35:00.0000000,QUINTA-FEIRA,-30.109412969952782,-51.219779811467724,AV VICENTE MONTEGGIA ,,COLISÃO,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.0,50.0,sim,690116,2021-12-08 00:00:00,21:15:00.0000000,QUARTA-FEIRA,-30.11035734130086,-51.21900318813934,AV VICENTE MONTEGGIA ,,COLISÃO,1,1,0,1,0,0
P8,Estr. Costa Gama x Estr. Afonso Lourenco Mariante,point,5.6,100.0,sim,690121,2021-12-03 00:00:00,16:30:00.0000000,SEXTA-FEIRA,-30.11520629544797,-51.17702007293702,ESTR AFONSO LOURENCO MARIANTE ,ESTR COSTA GAMA,COLISÃO,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.7,50.0,sim,690278,2021-12-12 00:00:00,09:20:00.0000000,DOMINGO,-30.099297899452655,-51.225465984883094,AV VICENTE MONTEGGIA ,,COLISÃO,1,0,0,0,0,0
P2,Confluencia Cristiano Kraemer x Belem Velho x Monte Cristo,point,9.6,100.0,sim,690311,2021-12-08 00:00:00,12:45:00.0000000,QUARTA-FEIRA,-30.117642433252385,-51.206331253051765,AV RODRIGUES DA FONSECA ,ESTR CRISTIANO KRAEMER,COLISÃO,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,37.0,50.0,sim,690346,2021-12-11 00:00:00,15:20:00.0000000,SÁBADO,-30.094997956882278,-51.22522607445718,AV NONOAI ,,CHOQUE,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,3.5,50.0,sim,690376,2021-12-13 00:00:00,08:35:00.0000000,SEGUNDA-FEIRA,-30.100671745075903,-51.22485458850861,AV VICENTE MONTEGGIA ,AV OTTO NIEMEYER,ABALROAMENTO,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,12.4,50.0,sim,690552,2021-12-18 00:00:00,16:00:00.0000000,SÁBADO,-30.095101200373275,-51.225454432886735,AV NONOAI ,,COLISÃO,0,0,0,0,0,1
P5,Joao Salomoni x Av. da Cavalhada,point,101.2,100.0,nao_contexto,690600,2021-11-30 00:00:00,21:00:00.0000000,TERÇA-FEIRA,-30.112214096102377,-51.22674168698319,AV CAVALHADA ,,COLISÃO,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,0.4,50.0,sim,690919,2021-12-29 00:00:00,17:50:00.0000000,QUARTA-FEIRA,-30.095185928087197,-51.22579872608185,AV CAVALHADA ,R DR CAMPOS VELHO,ABALROAMENTO,0,0,0,0,0,0
P3,Acesso Av. Vicente Monteggia via Joao Salomoni/Rodrigues,point,90.8,100.0,sim,690920,2021-12-28 00:00:00,07:00:00.0000000,TERÇA-FEIRA,-30.1161923238849,-51.21198027437903,R ATILIO SUPERTTI ,,ABALROAMENTO,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,82.7,50.0,nao_contexto,690920,2021-12-28 00:00:00,07:00:00.0000000,TERÇA-FEIRA,-30.1161923238849,-51.21198027437903,R ATILIO SUPERTTI ,,ABALROAMENTO,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.4,50.0,sim,690967,2021-12-23 00:00:00,15:40:00.0000000,QUINTA-FEIRA,-30.111960338484245,-51.217416822910316,AV VICENTE MONTEGGIA ,,CHOQUE,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,6.3,50.0,sim,691012,2021-12-20 00:00:00,07:40:00.0000000,SEGUNDA-FEIRA,-30.11046064718624,-51.218918833344645,AV VICENTE MONTEGGIA ,,COLISÃO,0,0,0,1,0,0
P7,Estr. 3 Meninas x Estr. Costa Gama,point,78.3,100.0,sim,691142,2022-01-08 00:00:00,17:50:00.0000000,SÁBADO,-30.134391880425337,-51.1754623591485,ESTR COSTA GAMA ,,ABALROAMENTO,1,1,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,5.3,50.0,sim,691152,2022-01-08 00:00:00,17:30:00.0000000,SÁBADO,-30.10369409354594,-51.223154763488274,AV VICENTE MONTEGGIA ,,COLISÃO,1,0,0,1,0,0
P3,Acesso Av. Vicente Monteggia via Joao Salomoni/Rodrigues,point,78.3,100.0,sim,691192,2022-01-03 00:00:00,14:20:00.0000000,SEGUNDA-FEIRA,-30.115293763313534,-51.21325885858493,ESTR JOAO SALOMONI ,,TOMBAMENTO,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,74.6,50.0,nao_contexto,691192,2022-01-03 00:00:00,14:20:00.0000000,SEGUNDA-FEIRA,-30.115293763313534,-51.21325885858493,ESTR JOAO SALOMONI ,,TOMBAMENTO,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,9.8,50.0,sim,691195,2022-01-03 00:00:00,18:40:00.0000000,SEGUNDA-FEIRA,-30.103809012862158,-51.22317954897881,AV VICENTE MONTEGGIA ,,CAPOTAGEM,0,0,0,0,0,0
P2,Confluencia Cristiano Kraemer x Belem Velho x Monte Cristo,point,123.1,100.0,nao_contexto,691251,2022-01-10 00:00:00,18:52:00.0000000,SEGUNDA-FEIRA,-30.117377769084786,-51.20509797126291,ESTR CRISTIANO KRAEMER ,,ABALROAMENTO,0,0,0,0,0,0
