ponto,rotulo_ponto,tipo_referencia,dist_m,limiar_principal_m,associacao_principal,idacidente,data,hora,dia_sem,latitude,longitude,log1,log2,tipo_acid,feridos,feridos_gr,fatais,moto,bicicleta,onibus
P4,Corredor Av. Vicente Monteggia,polyline,4.3,50.0,sim,479718,20100101,07:00,SEXTA-FEIRA,-30.099332109999999,-51.225333999999997,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,0.7,50.0,sim,479774,20100104,07:25,SEGUNDA-FEIRA,-30.107367000000000,-51.221966000000002,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,0.7,50.0,sim,480169,20100109,22:15,SABADO,-30.107367000000000,-51.221966000000002,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,8.4,50.0,sim,480221,20100111,20:50,SEGUNDA-FEIRA,-30.101295709999999,-51.224066999999998,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,75.7,50.0,nao_contexto,480325,20100113,02:30,QUARTA-FEIRA,-30.095694000000002,-51.226329999999997,AV CAVALHADA,,BOLETIM,1,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.1,50.0,sim,480438,20100114,12:00,QUINTA-FEIRA,-30.095172999999999,-51.225712999999999,AV VICENTE MONTEGGIA,AV NONOAI,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,6.5,50.0,sim,480449,20100115,10:55,SEXTA-FEIRA,-30.110417720000001,-51.218955000000001,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,0.4,50.0,sim,480472,20100116,17:30,SABADO,-30.095452999999999,-51.225529999999999,AV VICENTE MONTEGGIA,,BOLETIM,2,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,26.5,50.0,sim,480966,20100119,14:10,TERCA-FEIRA,-30.094951540000000,-51.225459000000001,AV NONOAI,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,3.0,50.0,sim,480870,20100122,07:45,SEXTA-FEIRA,-30.109435000000001,-51.219799999999999,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,12.5,50.0,sim,480896,20100123,04:15,SABADO,-30.095101199999998,-51.225453999999999,AV NONOAI,,BOLETIM,1,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,2.4,50.0,sim,481238,20100129,12:30,SEXTA-FEIRA,-30.112490999999999,-51.215046000000001,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P2,Confluencia Cristiano Kraemer x Belem Velho x Monte Cristo,point,88.7,100.0,sim,481309,20100201,12:30,SEGUNDA-FEIRA,-30.117350840000000,-51.207250000000002,AV RODRIGUES DA FONSECA,R MIGUEL ASCOLEZE,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,12.7,50.0,sim,481762,20100203,12:40,QUARTA-FEIRA,-30.095061999999999,-51.225558999999997,AV NONOAI,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,68.6,50.0,nao_contexto,482060,20100209,00:10,TERCA-FEIRA,-30.095649000000002,-51.226277000000003,AV CAVALHADA,,BOLETIM,0,0,0,0,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,178.9,100.0,nao_contexto,482133,20100210,12:50,QUARTA-FEIRA,-30.114668309999999,-51.226083000000003,AV CAVALHADA,,BOLETIM,0,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,6.5,50.0,sim,482389,20100215,12:45,SEGUNDA-FEIRA,-30.113307370000001,-51.213003000000000,AV VICENTE MONTEGGIA,ESTR JOAO PASSUELO,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.1,50.0,sim,482406,20100217,11:28,QUARTA-FEIRA,-30.095172949999998,-51.225712999999999,AV VICENTE MONTEGGIA,AV CAVALHADA,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,21.5,50.0,sim,482424,20100219,23:30,SEXTA-FEIRA,-30.095056039999999,-51.225375000000000,AV NONOAI,,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,12.7,50.0,sim,482540,20100219,16:25,SEXTA-FEIRA,-30.095061999999999,-51.225558999999997,AV NONOAI,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.1,50.0,sim,482535,20100219,18:15,SEXTA-FEIRA,-30.095172999999999,-51.225712999999999,R DR CAMPOS VELHO,AV NONOAI,BOLETIM,0,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,5.5,50.0,sim,482677,20100219,10:55,SEXTA-FEIRA,-30.103728860000000,-51.223149999999997,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,5.4,50.0,sim,482753,20100223,14:40,TERCA-FEIRA,-30.095460920000001,-51.225383999999998,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P8,Estr. Costa Gama x Estr. Afonso Lourenco Mariante,point,9.9,100.0,sim,485076,20100226,15:00,SEXTA-FEIRA,-30.115120000000001,-51.176994000000001,ESTR COSTA GAMA,,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,2.6,50.0,sim,483047,20100228,15:50,DOMINGO,-30.103624000000000,-51.223140000000001,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P8,Estr. Costa Gama x Estr. Afonso Lourenco Mariante,point,0.6,100.0,sim,483052,20100228,18:30,DOMINGO,-30.115180840000001,-51.177064000000001,ESTR COSTA GAMA,ESTR AFONSO LOURENCO MARIANTE,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,2.1,50.0,sim,483152,20100301,08:16,SEGUNDA-FEIRA,-30.100792999999999,-51.224783000000002,AV OTTO NIEMEYER,AV VICENTE MONTEGGIA,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,48.9,50.0,sim,483266,20100302,15:00,TERCA-FEIRA,-30.094957000000001,-51.226264000000000,R DR CAMPOS VELHO,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,1.2,50.0,sim,483076,20100302,21:00,TERCA-FEIRA,-30.112245000000001,-51.217212000000004,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,0.5,50.0,sim,483119,20100303,18:45,QUARTA-FEIRA,-30.097041510000000,-51.224643999999998,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,2.1,50.0,sim,483375,20100304,10:40,QUINTA-FEIRA,-30.100792999999999,-51.224783000000002,AV OTTO NIEMEYER,AV VICENTE MONTEGGIA,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.4,50.0,sim,483424,20100305,18:00,SEXTA-FEIRA,-30.110289280000000,-51.219056000000002,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,1.6,50.0,sim,483249,20100306,06:24,SABADO,-30.097688000000002,-51.224701000000003,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,109.6,100.0,nao_contexto,483597,20100306,13:55,SABADO,-30.112139700000000,-51.226754999999997,AV CAVALHADA,,BOLETIM,0,0,0,0,0,1
P8,Estr. Costa Gama x Estr. Afonso Lourenco Mariante,point,0.6,100.0,sim,483700,20100308,10:35,SEGUNDA-FEIRA,-30.115180840000001,-51.177064000000001,ESTR COSTA GAMA,ESTR AFONSO LOURENCO MARIANTE,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,3.1,50.0,sim,483771,20100311,14:00,QUINTA-FEIRA,-30.107299999999999,-51.222088999999997,R AMAPA,AV VICENTE MONTEGGIA,BOLETIM,1,0,0,1,0,0
P3,Acesso Av. Vicente Monteggia via Joao Salomoni/Rodrigues,point,168.5,100.0,nao_contexto,484074,20100311,08:45,QUINTA-FEIRA,-30.113992509999999,-51.212662999999999,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,4.9,50.0,sim,484074,20100311,08:45,QUINTA-FEIRA,-30.113992509999999,-51.212662999999999,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,1.2,50.0,sim,484132,20100316,08:40,TERCA-FEIRA,-30.100486000000000,-51.224915000000003,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,2.6,50.0,sim,484349,20100317,18:00,QUARTA-FEIRA,-30.100083999999999,-51.225231999999998,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,2.4,50.0,sim,484616,20100319,16:30,SEXTA-FEIRA,-30.105478999999999,-51.222605999999999,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,1.6,50.0,sim,484656,20100324,18:12,QUARTA-FEIRA,-30.097688000000002,-51.224701000000003,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,78.9,100.0,sim,485197,20100326,07:30,SEXTA-FEIRA,-30.112406000000000,-51.226672000000001,AV CAVALHADA,,BOLETIM,0,0,0,0,0,0
P3,Acesso Av. Vicente Monteggia via Joao Salomoni/Rodrigues,point,101.8,100.0,nao_contexto,484799,20100326,11:50,SEXTA-FEIRA,-30.114585000000002,-51.212516000000001,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,2.9,50.0,sim,484799,20100326,11:50,SEXTA-FEIRA,-30.114585000000002,-51.212516000000001,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,0.9,50.0,sim,486980,20100327,14:00,SABADO,-30.112473000000001,-51.215667000000003,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,0,0,1
P3,Acesso Av. Vicente Monteggia via Joao Salomoni/Rodrigues,point,71.2,100.0,sim,488573,20100327,18:30,SABADO,-30.114861999999999,-51.212418999999997,AV VICENTE MONTEGGIA,,BOLETIM,2,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,1.8,50.0,sim,488573,20100327,18:30,SABADO,-30.114861999999999,-51.212418999999997,AV VICENTE MONTEGGIA,,BOLETIM,2,0,0,1,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,8.5,100.0,sim,485162,20100328,11:50,DOMINGO,-30.113078399999999,-51.226415000000003,AV CAVALHADA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,5.4,50.0,sim,485371,20100329,10:55,SEGUNDA-FEIRA,-30.095460920000001,-51.225383999999998,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P2,Confluencia Cristiano Kraemer x Belem Velho x Monte Cristo,point,101.0,100.0,nao_contexto,485370,20100329,08:00,SEGUNDA-FEIRA,-30.117737000000002,-51.207389999999997,R CATARINO ANDREATTA,AV MONTE CRISTO,BOLETIM,0,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,2.1,50.0,sim,485409,20100330,07:14,TERCA-FEIRA,-30.100792999999999,-51.224783000000002,AV OTTO NIEMEYER,AV VICENTE MONTEGGIA,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,2.3,50.0,sim,485828,20100405,18:25,SEGUNDA-FEIRA,-30.105989810000001,-51.222504999999998,R MODESTO PEREIRA PINTO,AV VICENTE MONTEGGIA,BOLETIM,0,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.1,50.0,sim,485865,20100406,14:50,TERCA-FEIRA,-30.095172999999999,-51.225712999999999,AV VICENTE MONTEGGIA,AV NONOAI,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,3.2,50.0,sim,485482,20100406,20:25,TERCA-FEIRA,-30.112863999999998,-51.213693999999997,AV VICENTE MONTEGGIA,,BOLETIM,0,0,1,1,0,0
P8,Estr. Costa Gama x Estr. Afonso Lourenco Mariante,point,103.0,100.0,nao_contexto,485964,20100407,16:40,QUARTA-FEIRA,-30.114283199999999,-51.176803000000000,ESTR COSTA GAMA,,BOLETIM,0,0,0,0,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,109.6,100.0,nao_contexto,486022,20100408,17:50,QUINTA-FEIRA,-30.112139700000000,-51.226754999999997,AV CAVALHADA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,5.0,50.0,sim,486083,20100412,18:00,SEGUNDA-FEIRA,-30.100862880000001,-51.224601999999997,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P9,Entroncamento Rua Santuario x Av. Oscar Pereira,point,44.3,100.0,sim,486409,20100415,18:52,QUINTA-FEIRA,-30.096419000000001,-51.177832000000002,AV PROF OSCAR PEREIRA,,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,0.6,50.0,sim,486662,20100416,14:55,SEXTA-FEIRA,-30.110429109999998,-51.219022000000002,ESTR JOAO VEDANA,AV VICENTE MONTEGGIA,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.1,50.0,sim,486910,20100420,07:34,TERCA-FEIRA,-30.095172949999998,-51.225712999999999,AV VICENTE MONTEGGIA,AV CAVALHADA,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,4.9,50.0,sim,487302,20100423,14:18,SEXTA-FEIRA,-30.113164000000001,-51.213161999999997,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P3,Acesso Av. Vicente Monteggia via Joao Salomoni/Rodrigues,point,62.2,100.0,sim,487396,20100423,11:35,SEXTA-FEIRA,-30.115639869999999,-51.211854000000002,AV RODRIGUES DA FONSECA,R ATILIO SUPERTTI,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,55.8,50.0,nao_contexto,487396,20100423,11:35,SEXTA-FEIRA,-30.115639869999999,-51.211854000000002,AV RODRIGUES DA FONSECA,R ATILIO SUPERTTI,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.1,50.0,sim,487611,20100428,15:15,QUARTA-FEIRA,-30.095172999999999,-51.225712999999999,R DR CAMPOS VELHO,AV CAVALHADA,BOLETIM,0,0,0,0,0,0
P2,Confluencia Cristiano Kraemer x Belem Velho x Monte Cristo,point,101.0,100.0,nao_contexto,487829,20100504,20:00,TERCA-FEIRA,-30.117737000000002,-51.207389999999997,R CATARINO ANDREATTA,AV MONTE CRISTO,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,6.6,50.0,sim,488012,20100505,07:57,QUARTA-FEIRA,-30.110532200000002,-51.218859000000002,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.1,50.0,sim,488181,20100506,14:00,QUINTA-FEIRA,-30.095172999999999,-51.225712999999999,R DR CAMPOS VELHO,AV CAVALHADA,BOLETIM,0,0,0,0,0,1
P3,Acesso Av. Vicente Monteggia via Joao Salomoni/Rodrigues,point,168.5,100.0,nao_contexto,487903,20100506,08:20,QUINTA-FEIRA,-30.113992509999999,-51.212662999999999,AV VICENTE MONTEGGIA,,BOLETIM,2,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,4.9,50.0,sim,487903,20100506,08:20,QUINTA-FEIRA,-30.113992509999999,-51.212662999999999,AV VICENTE MONTEGGIA,,BOLETIM,2,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.5,50.0,sim,488393,20100510,08:15,SEGUNDA-FEIRA,-30.113236000000001,-51.213057999999997,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.1,50.0,sim,488955,20100511,20:00,TERCA-FEIRA,-30.095172949999998,-51.225712999999999,AV VICENTE MONTEGGIA,AV CAVALHADA,BOLETIM,0,0,0,0,0,1
P5,Joao Salomoni x Av. da Cavalhada,point,178.9,100.0,nao_contexto,488767,20100514,11:40,SEXTA-FEIRA,-30.114668309999999,-51.226083000000003,AV CAVALHADA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,0.5,50.0,sim,488598,20100515,14:50,SABADO,-30.097041510000000,-51.224643999999998,AV VICENTE MONTEGGIA,,BOLETIM,2,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,2.1,50.0,sim,489066,20100518,19:00,TERCA-FEIRA,-30.100792999999999,-51.224783000000002,AV OTTO NIEMEYER,AV VICENTE MONTEGGIA,BOLETIM,0,0,0,0,0,0
P9,Entroncamento Rua Santuario x Av. Oscar Pereira,point,67.4,100.0,sim,488947,20100519,16:05,QUARTA-FEIRA,-30.096225000000000,-51.177743000000000,AV PROF OSCAR PEREIRA,,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.2,50.0,sim,489315,20100520,16:45,QUINTA-FEIRA,-30.107187509999999,-51.222192999999997,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,178.9,100.0,nao_contexto,489035,20100520,16:30,QUINTA-FEIRA,-30.114668309999999,-51.226083000000003,AV CAVALHADA,,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,21.5,50.0,sim,489751,20100527,21:00,QUINTA-FEIRA,-30.095056039999999,-51.225375000000000,AV NONOAI,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,1.6,50.0,sim,489572,20100527,18:20,QUINTA-FEIRA,-30.104472999999999,-51.222935999999997,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,0.5,50.0,sim,489647,20100528,18:10,SEXTA-FEIRA,-30.097041510000000,-51.224643999999998,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,0,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,87.3,100.0,sim,490178,20100529,14:40,SABADO,-30.113878000000000,-51.226381000000003,AV CAVALHADA,,BOLETIM,0,0,0,0,0,0
P3,Acesso Av. Vicente Monteggia via Joao Salomoni/Rodrigues,point,181.2,100.0,nao_contexto,490271,20100603,20:50,QUINTA-FEIRA,-30.114970000000000,-51.214261999999998,ESTR JOAO SALAMONI,R AURORA,BOLETIM,0,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.1,50.0,sim,490673,20100608,18:00,TERCA-FEIRA,-30.095172949999998,-51.225712999999999,AV VICENTE MONTEGGIA,AV CAVALHADA,BOLETIM,0,0,0,0,0,0
P3,Acesso Av. Vicente Monteggia via Joao Salomoni/Rodrigues,point,72.0,100.0,sim,490663,20100608,21:20,TERCA-FEIRA,-30.115414040000001,-51.213222000000002,ESTR JOAO SALOMONI,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,67.4,50.0,nao_contexto,490663,20100608,21:20,TERCA-FEIRA,-30.115414040000001,-51.213222000000002,ESTR JOAO SALOMONI,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,68.6,50.0,nao_contexto,490717,20100609,11:30,QUARTA-FEIRA,-30.095649000000002,-51.226277000000003,AV CAVALHADA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.1,50.0,sim,491049,20100611,14:30,SEXTA-FEIRA,-30.095172999999999,-51.225712999999999,AV VICENTE MONTEGGIA,AV NONOAI,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,2.1,50.0,sim,490926,20100612,14:20,SABADO,-30.100792999999999,-51.224783000000002,AV OTTO NIEMEYER,AV VICENTE MONTEGGIA,BOLETIM,0,0,0,0,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,6.4,100.0,sim,491045,20100612,21:00,SABADO,-30.113044750000000,-51.226481000000000,ESTR JOAO SALOMONI,AV CAVALHADA,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,0.0,50.0,sim,490794,20100613,01:25,DOMINGO,-30.100758610000000,-51.224733000000001,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,4.7,50.0,sim,490860,20100614,01:30,SEGUNDA-FEIRA,-30.095149280000001,-51.225779000000003,AV CAVALHADA,,BOLETIM,2,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.1,50.0,sim,491419,20100615,13:10,TERCA-FEIRA,-30.095172999999999,-51.225712999999999,R DR CAMPOS VELHO,AV NONOAI,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,68.6,50.0,nao_contexto,490938,20100615,19:15,TERCA-FEIRA,-30.095649000000002,-51.226277000000003,AV CAVALHADA,,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,5.3,50.0,sim,491513,20100619,11:30,SABADO,-30.103694090000001,-51.223154999999998,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P7,Estr. 3 Meninas x Estr. Costa Gama,point,40.2,100.0,sim,491512,20100619,05:10,SABADO,-30.134053080000001,-51.175552000000003,ESTR COSTA GAMA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,2.5,50.0,sim,491246,20100620,20:30,DOMINGO,-30.101089999999999,-51.224392999999999,AV VICENTE MONTEGGIA,,BOLETIM,2,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,3.1,50.0,sim,491811,20100623,08:00,QUARTA-FEIRA,-30.107299999999999,-51.222088999999997,R AMAPA,AV VICENTE MONTEGGIA,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,5.5,50.0,sim,491800,20100625,11:00,SEXTA-FEIRA,-30.103728860000000,-51.223149999999997,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P3,Acesso Av. Vicente Monteggia via Joao Salomoni/Rodrigues,point,168.5,100.0,nao_contexto,491808,20100625,10:50,SEXTA-FEIRA,-30.113992509999999,-51.212662999999999,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,4.9,50.0,sim,491808,20100625,10:50,SEXTA-FEIRA,-30.113992509999999,-51.212662999999999,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,21.5,50.0,sim,491827,20100627,16:10,DOMINGO,-30.095056039999999,-51.225375000000000,AV NONOAI,,BOLETIM,0,0,0,0,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,78.9,100.0,sim,491638,20100627,20:30,DOMINGO,-30.112406000000000,-51.226672000000001,AV CAVALHADA,,BOLETIM,4,0,0,2,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,32.5,100.0,sim,492420,20100628,15:30,SEGUNDA-FEIRA,-30.112808000000001,-51.226512000000000,AV CAVALHADA,,BOLETIM,0,0,0,0,0,1
P5,Joao Salomoni x Av. da Cavalhada,point,13.9,100.0,sim,492099,20100628,08:45,SEGUNDA-FEIRA,-30.113049820000001,-51.226367560000000,ESTR JOAO SALAMONI,AV CAVALHADA,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,5.9,50.0,sim,491999,20100629,07:30,TERCA-FEIRA,-30.109412970000001,-51.219780000000000,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,3.4,50.0,sim,492042,20100630,08:05,QUARTA-FEIRA,-30.112439999999999,-51.214855000000000,AV VICENTE MONTEGGIA,,BOLETIM,3,0,0,1,0,0
P2,Confluencia Cristiano Kraemer x Belem Velho x Monte Cristo,point,123.7,100.0,nao_contexto,492032,20100630,12:40,QUARTA-FEIRA,-30.117114170000001,-51.207538000000000,AV RODRIGUES DA FONSECA,,BOLETIM,1,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,6.5,50.0,sim,492311,20100702,07:30,SEXTA-FEIRA,-30.110417720000001,-51.218955000000001,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,6.8,50.0,sim,492728,20100706,17:20,TERCA-FEIRA,-30.095154000000001,-51.225616000000002,AV NONOAI,,BOLETIM,0,0,0,0,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,13.9,100.0,sim,492807,20100707,07:20,QUARTA-FEIRA,-30.113049820000001,-51.226367560000000,ESTR JOAO SALAMONI,AV CAVALHADA,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,5.3,50.0,sim,495660,20100708,17:45,QUINTA-FEIRA,-30.103694090000001,-51.223154999999998,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.1,50.0,sim,493032,20100710,15:25,SABADO,-30.095172949999998,-51.225712999999999,AV VICENTE MONTEGGIA,AV CAVALHADA,BOLETIM,0,0,0,0,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,13.9,100.0,sim,493015,20100711,06:25,DOMINGO,-30.113049820000001,-51.226367560000000,ESTR JOAO SALAMONI,AV CAVALHADA,BOLETIM,0,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,2.1,50.0,sim,493746,20100720,15:30,TERCA-FEIRA,-30.100792999999999,-51.224783000000002,AV OTTO NIEMEYER,AV VICENTE MONTEGGIA,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,3.7,50.0,sim,493556,20100720,19:00,TERCA-FEIRA,-30.112694000000001,-51.213831999999996,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P6,Rota Florestan Fernandes / Estrada Kanazawa,polyline,1.6,50.0,sim,494176,20100722,11:40,QUINTA-FEIRA,-30.119955000000001,-51.196683000000000,ESTR KANAZAWA,,BOLETIM,0,0,0,0,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,8.5,100.0,sim,493811,20100724,09:15,SABADO,-30.113078399999999,-51.226415000000003,AV CAVALHADA,,BOLETIM,1,0,0,0,0,0
P8,Estr. Costa Gama x Estr. Afonso Lourenco Mariante,point,38.3,100.0,sim,494088,20100724,19:00,SABADO,-30.114863000000000,-51.176913999999996,ESTR COSTA GAMA,,BOLETIM,0,0,0,0,0,0
P3,Acesso Av. Vicente Monteggia via Joao Salomoni/Rodrigues,point,168.5,100.0,nao_contexto,493991,20100726,22:15,SEGUNDA-FEIRA,-30.113992509999999,-51.212662999999999,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,1
