ponto,rotulo_ponto,tipo_referencia,dist_m,limiar_principal_m,associacao_principal,idacidente,data,hora,dia_sem,latitude,longitude,log1,log2,tipo_acid,feridos,feridos_gr,fatais,moto,bicicleta,onibus
P4,Corredor Av. Vicente Monteggia,polyline,63.9,50.0,nao_contexto,582724,20140416,09:50,QUARTA-FEIRA,-30.115369619999999,-51.213171000000003,ESTR JOAO SALOMONI,R MARQUES DO MARICA,BOLETIM,0,0,0,0,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,6.4,100.0,sim,582734,20140417,21:00,QUINTA-FEIRA,-30.113044750000000,-51.226481000000000,ESTR JOAO SALOMONI,AV CAVALHADA,BOLETIM,1,0,0,0,1,0
P4,Corredor Av. Vicente Monteggia,polyline,6.2,50.0,sim,582778,20140417,12:25,QUINTA-FEIRA,-30.113199999999999,-51.213110000000000,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.1,50.0,sim,582786,20140419,05:10,SABADO,-30.095172949999998,-51.225712999999999,AV VICENTE MONTEGGIA,AV CAVALHADA,BOLETIM,0,0,0,0,0,0
P7,Estr. 3 Meninas x Estr. Costa Gama,point,7.3,100.0,sim,583562,20140420,00:35,DOMINGO,-30.133669999999999,-51.175710000000002,ESTR DAS TRES MENINAS,ESTR COSTA GAMA,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,4.8,50.0,sim,582979,20140424,14:50,QUINTA-FEIRA,-30.112423000000000,-51.215468999999999,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,6.2,50.0,sim,583186,20140426,15:12,SABADO,-30.105252680000000,-51.222631999999997,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,95.3,50.0,nao_contexto,583079,20140426,19:44,SABADO,-30.107510000000001,-51.220421999999999,R AMAPA,,BOLETIM,2,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,4.5,50.0,sim,583232,20140427,17:10,DOMINGO,-30.112461000000000,-51.214455000000001,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.1,50.0,sim,583488,20140501,16:50,QUINTA-FEIRA,-30.095172999999999,-51.225712999999999,R DR CAMPOS VELHO,AV NONOAI,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,23.6,50.0,sim,584469,20140502,10:45,SEXTA-FEIRA,-30.106646000000001,-51.222538000000000,AV JOSE CORREA DA SILVA,,BOLETIM,0,0,0,0,0,0
P6,Rota Florestan Fernandes / Estrada Kanazawa,polyline,85.7,50.0,nao_contexto,583535,20140502,07:30,SEXTA-FEIRA,-30.119398000000000,-51.197420000000001,ESTR DAS TRES MENINAS,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,2.1,50.0,sim,584471,20140504,21:00,DOMINGO,-30.100792999999999,-51.224783000000002,AV OTTO NIEMEYER,AV VICENTE MONTEGGIA,BOLETIM,1,1,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,1.2,50.0,sim,583468,20140505,13:50,SEGUNDA-FEIRA,-30.111266000000001,-51.218344999999999,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,2.1,50.0,sim,583663,20140506,08:30,TERCA-FEIRA,-30.100792999999999,-51.224783000000002,AV OTTO NIEMEYER,AV VICENTE MONTEGGIA,BOLETIM,0,0,0,0,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,109.6,100.0,nao_contexto,583696,20140507,18:45,QUARTA-FEIRA,-30.112139700000000,-51.226754999999997,AV CAVALHADA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,67.4,50.0,nao_contexto,584134,20140510,14:00,SABADO,-30.109781999999999,-51.220413000000001,ESTR JOAO VEDANA,,BOLETIM,1,1,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,6.9,50.0,sim,583888,20140511,14:35,DOMINGO,-30.107165999999999,-51.222200999999998,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,65.2,50.0,nao_contexto,586870,20140513,18:30,TERCA-FEIRA,-30.095571050000000,-51.226318999999997,AV CAVALHADA,,BOLETIM,1,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,3.3,50.0,sim,583991,20140513,07:50,TERCA-FEIRA,-30.105409000000002,-51.222687999999998,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,4.8,50.0,sim,584119,20140514,15:35,QUARTA-FEIRA,-30.112423000000000,-51.215488000000001,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P9,Entroncamento Rua Santuario x Av. Oscar Pereira,point,113.1,100.0,nao_contexto,586867,20140515,08:20,QUINTA-FEIRA,-30.097586320000001,-51.177374999999998,AV PROF OSCAR PEREIRA,,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,10.2,50.0,sim,584120,20140515,07:55,QUINTA-FEIRA,-30.103934700000000,-51.222940999999999,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,4.3,50.0,sim,584417,20140520,20:50,TERCA-FEIRA,-30.099332109999999,-51.225333999999997,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,2.4,50.0,sim,584373,20140520,17:40,TERCA-FEIRA,-30.100218000000002,-51.225149000000002,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,1,0,0
P2,Confluencia Cristiano Kraemer x Belem Velho x Monte Cristo,point,52.9,100.0,sim,584378,20140520,09:10,TERCA-FEIRA,-30.117709999999999,-51.206882000000000,ESTR CRISTIANO KRAEMER,,BOLETIM,3,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,3.7,50.0,sim,584429,20140521,00:50,QUARTA-FEIRA,-30.096128000000000,-51.225147999999997,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,3.1,50.0,sim,584641,20140523,23:00,SEXTA-FEIRA,-30.107299999999999,-51.222088999999997,R AMAPA,AV VICENTE MONTEGGIA,BOLETIM,1,0,0,0,1,0
P4,Corredor Av. Vicente Monteggia,polyline,0.6,50.0,sim,584643,20140524,19:10,SABADO,-30.106210000000001,-51.222408000000001,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,0.0,50.0,sim,584647,20140526,07:35,SEGUNDA-FEIRA,-30.100758610000000,-51.224733000000001,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,3.2,50.0,sim,584645,20140526,07:25,SEGUNDA-FEIRA,-30.112825999999998,-51.213746000000000,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.1,50.0,sim,584815,20140527,16:30,TERCA-FEIRA,-30.095172999999999,-51.225712999999999,R DR CAMPOS VELHO,AV NONOAI,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,3.6,50.0,sim,585082,20140602,16:50,SEGUNDA-FEIRA,-30.099689000000001,-51.225358999999997,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,78.9,100.0,sim,585230,20140602,20:00,SEGUNDA-FEIRA,-30.112406000000000,-51.226672000000001,AV CAVALHADA,,BOLETIM,0,0,0,0,0,0
P8,Estr. Costa Gama x Estr. Afonso Lourenco Mariante,point,69.5,100.0,sim,585406,20140608,18:00,DOMINGO,-30.115500999999998,-51.176450000000003,ESTR AFONSO LOURENCO MARIANTE,,BOLETIM,2,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,3.2,50.0,sim,585831,20140612,14:25,QUINTA-FEIRA,-30.096741999999999,-51.224736000000000,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,3.2,50.0,sim,585790,20140612,17:15,QUINTA-FEIRA,-30.112722999999999,-51.213791000000001,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.1,50.0,sim,585732,20140615,14:45,DOMINGO,-30.095172999999999,-51.225712999999999,R DR CAMPOS VELHO,AV NONOAI,BOLETIM,0,0,0,0,0,0
P3,Acesso Av. Vicente Monteggia via Joao Salomoni/Rodrigues,point,72.0,100.0,sim,585723,20140615,19:00,DOMINGO,-30.115414040000001,-51.213222000000002,ESTR JOAO SALOMONI,,BOLETIM,2,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,67.4,50.0,nao_contexto,585723,20140615,19:00,DOMINGO,-30.115414040000001,-51.213222000000002,ESTR JOAO SALOMONI,,BOLETIM,2,0,0,1,0,0
P2,Confluencia Cristiano Kraemer x Belem Velho x Monte Cristo,point,117.1,100.0,nao_contexto,586389,20140623,11:00,SEGUNDA-FEIRA,-30.117148210000000,-51.207481000000001,AV RODRIGUES DA FONSECA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,75.7,50.0,nao_contexto,586055,20140624,07:20,TERCA-FEIRA,-30.095694000000002,-51.226329999999997,AV CAVALHADA,,BOLETIM,1,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,5.2,50.0,sim,586105,20140625,09:15,QUARTA-FEIRA,-30.103334810000000,-51.223125000000003,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,51.1,100.0,sim,586179,20140627,12:15,SEXTA-FEIRA,-30.112642999999998,-51.226554999999998,AV CAVALHADA,,BOLETIM,1,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,2.0,50.0,sim,586461,20140703,02:20,QUINTA-FEIRA,-30.112490999999999,-51.215992999999997,AV VICENTE MONTEGGIA,,BOLETIM,2,1,0,0,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,4.0,100.0,sim,586509,20140703,07:35,QUINTA-FEIRA,-30.113088410000000,-51.226539000000002,AV CAVALHADA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,1.6,50.0,sim,586826,20140705,13:10,SABADO,-30.104472999999999,-51.222935999999997,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,8.5,100.0,sim,586577,20140705,15:30,SABADO,-30.113078399999999,-51.226415000000003,AV CAVALHADA,,BOLETIM,1,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,0.4,50.0,sim,586741,20140707,06:50,SEGUNDA-FEIRA,-30.109076999999999,-51.220095000000001,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.1,50.0,sim,586820,20140708,14:40,TERCA-FEIRA,-30.095172999999999,-51.225712999999999,AV VICENTE MONTEGGIA,AV NONOAI,BOLETIM,0,0,0,0,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,4.0,100.0,sim,586732,20140708,07:05,TERCA-FEIRA,-30.113088410000000,-51.226539000000002,AV CAVALHADA,,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,3.4,50.0,sim,587022,20140710,12:00,QUINTA-FEIRA,-30.098381000000000,-51.225245000000001,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P1,Rotula Estr. 3 Meninas x Estr. Cristiano Kraemer,point,63.8,100.0,sim,588005,20140714,01:30,SEGUNDA-FEIRA,-30.118832999999999,-51.202916999999999,R CEL FREDERICO CARLOS GOMES,ESTR CRISTIANO KRAEMER,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,2.0,50.0,sim,605990,20140715,19:30,TERCA-FEIRA,-30.103235000000002,-51.223182999999999,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,1.9,50.0,sim,587236,20140717,07:00,QUINTA-FEIRA,-30.099589000000002,-51.225316999999997,AV VICENTE MONTEGGIA,,BOLETIM,2,0,0,0,0,0
P8,Estr. Costa Gama x Estr. Afonso Lourenco Mariante,point,26.5,100.0,sim,587356,20140717,13:10,QUINTA-FEIRA,-30.115379999999998,-51.177219000000001,ESTR COSTA GAMA,,BOLETIM,0,0,0,0,0,0
P2,Confluencia Cristiano Kraemer x Belem Velho x Monte Cristo,point,23.1,100.0,sim,587349,20140720,19:42,DOMINGO,-30.117736940000000,-51.206485000000001,ESTR CRISTIANO KRAEMER,,BOLETIM,2,1,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,2.1,50.0,sim,587494,20140721,08:30,SEGUNDA-FEIRA,-30.100792999999999,-51.224783000000002,AV OTTO NIEMEYER,AV VICENTE MONTEGGIA,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,68.6,50.0,nao_contexto,587537,20140723,16:30,QUARTA-FEIRA,-30.095649000000002,-51.226277000000003,AV CAVALHADA,,BOLETIM,1,0,0,1,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,8.5,100.0,sim,587782,20140726,14:50,SABADO,-30.113078399999999,-51.226415000000003,AV CAVALHADA,,BOLETIM,0,0,0,0,0,0
P3,Acesso Av. Vicente Monteggia via Joao Salomoni/Rodrigues,point,0.9,100.0,sim,587791,20140726,09:30,SABADO,-30.115501999999999,-51.212471000000001,AV VICENTE MONTEGGIA,AV RODRIGUES DA FONSECA,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,4.6,50.0,sim,587791,20140726,09:30,SABADO,-30.115501999999999,-51.212471000000001,AV VICENTE MONTEGGIA,AV RODRIGUES DA FONSECA,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,1.9,50.0,sim,587799,20140728,10:50,SEGUNDA-FEIRA,-30.099633000000001,-51.225310000000000,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,0.7,50.0,sim,587783,20140728,10:40,SEGUNDA-FEIRA,-30.109517830000001,-51.219769999999997,AV VICENTE MONTEGGIA,R JORGE NAPOLEAO SILVA SOUZA,BOLETIM,0,0,0,0,0,0
P3,Acesso Av. Vicente Monteggia via Joao Salomoni/Rodrigues,point,101.8,100.0,nao_contexto,587926,20140729,16:30,TERCA-FEIRA,-30.114585000000002,-51.212516000000001,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,2.9,50.0,sim,587926,20140729,16:30,TERCA-FEIRA,-30.114585000000002,-51.212516000000001,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,1.3,50.0,sim,587990,20140731,11:00,QUINTA-FEIRA,-30.104554000000000,-51.222912999999998,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,6.8,50.0,sim,588042,20140801,02:24,SEXTA-FEIRA,-30.101112430000001,-51.224505000000001,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P3,Acesso Av. Vicente Monteggia via Joao Salomoni/Rodrigues,point,85.4,100.0,sim,588052,20140801,18:10,SEXTA-FEIRA,-30.115711000000001,-51.211626000000003,AV RODRIGUES DA FONSECA,,BOLETIM,2,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,78.9,50.0,nao_contexto,588052,20140801,18:10,SEXTA-FEIRA,-30.115711000000001,-51.211626000000003,AV RODRIGUES DA FONSECA,,BOLETIM,2,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.1,50.0,sim,588398,20140802,05:30,SABADO,-30.095172949999998,-51.225712999999999,AV VICENTE MONTEGGIA,AV CAVALHADA,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.1,50.0,sim,588088,20140802,20:20,SABADO,-30.095172999999999,-51.225712999999999,R DR CAMPOS VELHO,AV NONOAI,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,4.8,50.0,sim,588397,20140802,19:15,SABADO,-30.112423000000000,-51.215468999999999,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.1,50.0,sim,588271,20140805,10:30,TERCA-FEIRA,-30.095172999999999,-51.225712999999999,R DR CAMPOS VELHO,AV NONOAI,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.1,50.0,sim,588280,20140806,10:30,QUARTA-FEIRA,-30.095172999999999,-51.225712999999999,AV CAVALHADA,AV NONOAI,BOLETIM,0,0,0,0,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,101.2,100.0,nao_contexto,588215,20140806,09:00,QUARTA-FEIRA,-30.112214099999999,-51.226742000000002,AV CAVALHADA,,BOLETIM,1,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,5.9,50.0,sim,588353,20140809,14:00,SABADO,-30.109412970000001,-51.219780000000000,AV VICENTE MONTEGGIA,,BOLETIM,0,0,1,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,8.9,50.0,sim,588368,20140809,19:15,SABADO,-30.106607589999999,-51.222391000000002,AV VICENTE MONTEGGIA,,BOLETIM,1,1,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,5.9,50.0,sim,588432,20140809,16:00,SABADO,-30.109412970000001,-51.219780000000000,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P7,Estr. 3 Meninas x Estr. Costa Gama,point,7.3,100.0,sim,588657,20140813,19:00,QUARTA-FEIRA,-30.133669999999999,-51.175710000000002,ESTR DAS TRES MENINAS,ESTR COSTA GAMA,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,3.2,50.0,sim,588810,20140816,09:40,SABADO,-30.096741999999999,-51.224736000000000,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,65.2,50.0,nao_contexto,588818,20140817,11:13,DOMINGO,-30.095571050000000,-51.226318999999997,AV CAVALHADA,,BOLETIM,0,0,0,0,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,4.0,100.0,sim,588800,20140817,06:30,DOMINGO,-30.113088410000000,-51.226539000000002,AV CAVALHADA,,BOLETIM,1,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.1,50.0,sim,588881,20140818,12:00,SEGUNDA-FEIRA,-30.095172949999998,-51.225712999999999,AV VICENTE MONTEGGIA,AV CAVALHADA,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,3.1,50.0,sim,588861,20140818,11:45,SEGUNDA-FEIRA,-30.112907000000000,-51.213535000000000,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P1,Rotula Estr. 3 Meninas x Estr. Cristiano Kraemer,point,7.7,100.0,sim,589224,20140819,21:00,TERCA-FEIRA,-30.118299000000000,-51.203268999999999,ESTR DAS TRES MENINAS,ESTR CRISTIANO KRAEMER,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,2.7,50.0,sim,588959,20140820,18:50,QUARTA-FEIRA,-30.098483000000002,-51.225245999999999,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,61.5,50.0,nao_contexto,589020,20140821,10:30,QUINTA-FEIRA,-30.094788999999999,-51.225093999999999,AV NONOAI,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,0.0,50.0,sim,589167,20140822,14:30,SEXTA-FEIRA,-30.102615000000000,-51.223354000000000,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,56.7,50.0,nao_contexto,589188,20140823,13:50,SABADO,-30.104410000000001,-51.222332000000002,ESTR ARACAJU,,BOLETIM,0,0,0,0,0,0
P9,Entroncamento Rua Santuario x Av. Oscar Pereira,point,78.7,100.0,sim,589723,20140824,03:30,DOMINGO,-30.096119999999999,-51.177723000000000,AV PROF OSCAR PEREIRA,,BOLETIM,0,0,1,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,0.6,50.0,sim,589318,20140826,21:15,TERCA-FEIRA,-30.110429109999998,-51.219022000000002,ESTR JOAO VEDANA,AV VICENTE MONTEGGIA,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,5.9,50.0,sim,592141,20140827,18:20,QUARTA-FEIRA,-30.101178080000000,-51.224241999999997,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P6,Rota Florestan Fernandes / Estrada Kanazawa,polyline,16.7,50.0,sim,589451,20140829,07:50,SEXTA-FEIRA,-30.117455000000000,-51.184666999999997,AV BELEM VELHO,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,6.2,50.0,sim,590001,20140908,13:40,SEGUNDA-FEIRA,-30.105252680000000,-51.222631999999997,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P8,Estr. Costa Gama x Estr. Afonso Lourenco Mariante,point,38.3,100.0,sim,590195,20140910,13:08,QUARTA-FEIRA,-30.114863000000000,-51.176913999999996,ESTR COSTA GAMA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,4.3,50.0,sim,590238,20140912,21:50,SEXTA-FEIRA,-30.099332109999999,-51.225333999999997,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,0.4,50.0,sim,590472,20140917,22:50,QUARTA-FEIRA,-30.109076999999999,-51.220095000000001,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P8,Estr. Costa Gama x Estr. Afonso Lourenco Mariante,point,0.6,100.0,sim,590510,20140917,11:35,QUARTA-FEIRA,-30.115180840000001,-51.177064000000001,ESTR COSTA GAMA,ESTR AFONSO LOURENCO MARIANTE,BOLETIM,1,0,0,0,0,1
P4,Corredor Av. Vicente Monteggia,polyline,5.2,50.0,sim,590523,20140918,14:30,QUINTA-FEIRA,-30.103334810000000,-51.223125000000003,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,4.5,50.0,sim,590545,20140919,19:30,SEXTA-FEIRA,-30.105749029999998,-51.222504000000001,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,3.5,50.0,sim,590563,20140920,19:00,SABADO,-30.101619950000000,-51.223863000000001,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,0,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,13.9,100.0,sim,590756,20140922,12:20,SEGUNDA-FEIRA,-30.113049820000001,-51.226367560000000,ESTR JOAO SALAMONI,AV CAVALHADA,BOLETIM,0,0,0,0,0,0
P8,Estr. Costa Gama x Estr. Afonso Lourenco Mariante,point,85.7,100.0,sim,590896,20140924,19:30,QUARTA-FEIRA,-30.115932000000001,-51.177266000000003,ESTR COSTA GAMA,,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,2.7,50.0,sim,590938,20140925,16:30,QUINTA-FEIRA,-30.098483000000002,-51.225245999999999,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,1.9,50.0,sim,591030,20140925,18:00,QUINTA-FEIRA,-30.099589000000002,-51.225316999999997,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,2.3,50.0,sim,590981,20140926,18:50,SEXTA-FEIRA,-30.098199999999999,-51.225037999999998,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P9,Entroncamento Rua Santuario x Av. Oscar Pereira,point,68.8,100.0,sim,591182,20141001,21:00,QUARTA-FEIRA,-30.096188999999999,-51.177799000000000,AV PROF OSCAR PEREIRA,,BOLETIM,1,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,6.2,50.0,sim,591248,20141003,11:50,SEXTA-FEIRA,-30.105252680000000,-51.222631999999997,AV VICENTE MONTEGGIA,,BOLETIM,1,1,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,9.0,50.0,sim,591437,20141003,13:45,SEXTA-FEIRA,-30.107761520000000,-51.221663999999997,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,6.9,50.0,sim,591262,20141004,03:38,SABADO,-30.108006719999999,-51.221350000000001,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.1,50.0,sim,591270,20141005,11:20,DOMINGO,-30.095172999999999,-51.225712999999999,R DR CAMPOS VELHO,AV NONOAI,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,4.6,50.0,sim,591515,20141008,10:00,QUARTA-FEIRA,-30.105806000000001,-51.222583999999998,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4,Corredor Av. Vicente Monteggia,polyline,7.1,50.0,sim,591711,20141010,05:35,SEXTA-FEIRA,-30.095172999999999,-51.225712999999999,AV VICENTE MONTEGGIA,AV NONOAI,BOLETIM,0,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,1.3,50.0,sim,593227,20141013,18:00,SEGUNDA-FEIRA,-30.102253999999999,-51.223455000000001,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,0,0,0
P4,Corredor Av. Vicente Monteggia,polyline,5.7,50.0,sim,591706,20141013,16:00,SEGUNDA-FEIRA,-30.112472000000000,-51.214356000000002,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,0,0,0
P6,Rota Florestan Fernandes / Estrada Kanazawa,polyline,2.7,50.0,sim,591886,20141015,19:50,QUARTA-FEIRA,-30.120045000000001,-51.196967999999998,ESTR KANAZAWA,,BOLETIM,1,0,0,1,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,13.9,100.0,sim,592028,20141018,09:45,SABADO,-30.113049820000001,-51.226367560000000,ESTR JOAO SALAMONI,AV CAVALHADA,BOLETIM,0,0,0,0,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,13.9,100.0,sim,592029,20141018,09:00,SABADO,-30.113049820000001,-51.226367560000000,ESTR JOAO SALAMONI,AV CAVALHADA,BOLETIM,0,0,0,0,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,13.9,100.0,sim,592343,20141023,18:23,QUINTA-FEIRA,-30.113049820000001,-51.226367560000000,ESTR JOAO SALAMONI,AV CAVALHADA,BOLETIM,0,0,0,0,0,0
P5,Joao Salomoni x Av. da Cavalhada,point,4.0,100.0,sim,592378,20141024,19:00,SEXTA-FEIRA,-30.113088410000000,-51.226539000000002,AV CAVALHADA,,BOLETIM,2,0,0,1,0,0
