segmento_id,trecho,estacao_m,dist_eixo_p4_m,idacidente,data,hora,dia_sem,latitude,longitude,log1,log2,tipo_acid,feridos,feridos_gr,fatais,moto,bicicleta,onibus
P4-S02,Av. Fabio Araujo Santos -> Av. Otto Niemeyer,516.3,4.3,479718,20100101,07:00,SEXTA-FEIRA,-30.099332109999999,-51.225333999999997,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,0,0,0
P4-S05,Rua Amapa -> Estr. Joao Vedana,1489.4,0.7,479774,20100104,07:25,SEGUNDA-FEIRA,-30.107367000000000,-51.221966000000002,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4-S05,Rua Amapa -> Estr. Joao Vedana,1489.4,0.7,480169,20100109,22:15,SABADO,-30.107367000000000,-51.221966000000002,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,0,0,0
P4-S03,Av. Otto Niemeyer -> Estr. Aracaju,777.5,8.4,480221,20100111,20:50,SEGUNDA-FEIRA,-30.101295709999999,-51.224066999999998,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,7.6,7.1,480438,20100114,12:00,QUINTA-FEIRA,-30.095172999999999,-51.225712999999999,AV VICENTE MONTEGGIA,AV NONOAI,BOLETIM,1,0,0,1,0,0
P4-S06,Estr. Joao Vedana -> Estr. Joao Passuelo,1937.0,6.5,480449,20100115,10:55,SEXTA-FEIRA,-30.110417720000001,-51.218955000000001,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,42.0,0.4,480472,20100116,17:30,SABADO,-30.095452999999999,-51.225529999999999,AV VICENTE MONTEGGIA,,BOLETIM,2,0,0,1,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,8.9,41.8,480966,20100119,14:10,TERCA-FEIRA,-30.094951540000000,-51.225459000000001,AV NONOAI,,BOLETIM,0,0,0,0,0,0
P4-S05,Rua Amapa -> Estr. Joao Vedana,1800.2,3.0,480870,20100122,07:45,SEXTA-FEIRA,-30.109435000000001,-51.219799999999999,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,16.4,30.2,480896,20100123,04:15,SABADO,-30.095101199999998,-51.225453999999999,AV NONOAI,,BOLETIM,1,0,0,0,0,0
P4-S06,Estr. Joao Vedana -> Estr. Joao Passuelo,2417.8,2.4,481238,20100129,12:30,SEXTA-FEIRA,-30.112490999999999,-51.215046000000001,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,10.1,26.2,481762,20100203,12:40,QUARTA-FEIRA,-30.095061999999999,-51.225558999999997,AV NONOAI,,BOLETIM,0,0,0,0,0,0
P4-S06,Estr. Joao Vedana -> Estr. Joao Passuelo,2642.4,6.5,482389,20100215,12:45,SEGUNDA-FEIRA,-30.113307370000001,-51.213003000000000,AV VICENTE MONTEGGIA,ESTR JOAO PASSUELO,BOLETIM,0,0,0,0,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,7.6,7.1,482406,20100217,11:28,QUARTA-FEIRA,-30.095172949999998,-51.225712999999999,AV VICENTE MONTEGGIA,AV CAVALHADA,BOLETIM,0,0,0,0,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,17.4,39.3,482424,20100219,23:30,SEXTA-FEIRA,-30.095056039999999,-51.225375000000000,AV NONOAI,,BOLETIM,1,0,0,1,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,10.1,26.2,482540,20100219,16:25,SEXTA-FEIRA,-30.095061999999999,-51.225558999999997,AV NONOAI,,BOLETIM,0,0,0,0,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,7.6,7.1,482535,20100219,18:15,SEXTA-FEIRA,-30.095172999999999,-51.225712999999999,R DR CAMPOS VELHO,AV NONOAI,BOLETIM,0,0,0,1,0,0
P4-S03,Av. Otto Niemeyer -> Estr. Aracaju,1067.4,5.5,482677,20100219,10:55,SEXTA-FEIRA,-30.103728860000000,-51.223149999999997,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,1,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,51.1,10.4,482753,20100223,14:40,TERCA-FEIRA,-30.095460920000001,-51.225383999999998,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4-S03,Av. Otto Niemeyer -> Estr. Aracaju,1056.1,2.6,483047,20100228,15:50,DOMINGO,-30.103624000000000,-51.223140000000001,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4-S03,Av. Otto Niemeyer -> Estr. Aracaju,689.8,6.1,483152,20100301,08:16,SEGUNDA-FEIRA,-30.100792999999999,-51.224783000000002,AV OTTO NIEMEYER,AV VICENTE MONTEGGIA,BOLETIM,0,0,0,0,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,0.0,48.9,483266,20100302,15:00,TERCA-FEIRA,-30.094957000000001,-51.226264000000000,R DR CAMPOS VELHO,,BOLETIM,0,0,0,0,0,0
P4-S06,Estr. Joao Vedana -> Estr. Joao Passuelo,2201.7,1.2,483076,20100302,21:00,TERCA-FEIRA,-30.112245000000001,-51.217212000000004,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,238.8,0.5,483119,20100303,18:45,QUARTA-FEIRA,-30.097041510000000,-51.224643999999998,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4-S03,Av. Otto Niemeyer -> Estr. Aracaju,689.8,6.1,483375,20100304,10:40,QUINTA-FEIRA,-30.100792999999999,-51.224783000000002,AV OTTO NIEMEYER,AV VICENTE MONTEGGIA,BOLETIM,0,0,0,0,0,0
P4-S05,Rua Amapa -> Estr. Joao Vedana,1919.4,7.4,483424,20100305,18:00,SEXTA-FEIRA,-30.110289280000000,-51.219056000000002,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4-S02,Av. Fabio Araujo Santos -> Av. Otto Niemeyer,312.3,1.6,483249,20100306,06:24,SABADO,-30.097688000000002,-51.224701000000003,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4-S05,Rua Amapa -> Estr. Joao Vedana,1476.9,3.1,483771,20100311,14:00,QUINTA-FEIRA,-30.107299999999999,-51.222088999999997,R AMAPA,AV VICENTE MONTEGGIA,BOLETIM,1,0,0,1,0,0
P4-S07,Estr. Joao Passuelo -> Av. Joao Salomoni / Av. Rodrigues da Fonseca,2723.6,4.9,484074,20100311,08:45,QUINTA-FEIRA,-30.113992509999999,-51.212662999999999,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4-S02,Av. Fabio Araujo Santos -> Av. Otto Niemeyer,654.1,1.2,484132,20100316,08:40,TERCA-FEIRA,-30.100486000000000,-51.224915000000003,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4-S02,Av. Fabio Araujo Santos -> Av. Otto Niemeyer,600.4,2.6,484349,20100317,18:00,QUARTA-FEIRA,-30.100083999999999,-51.225231999999998,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,1,0,0
P4-S04,Estr. Aracaju -> Rua Amapa,1268.6,2.4,484616,20100319,16:30,SEXTA-FEIRA,-30.105478999999999,-51.222605999999999,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4-S02,Av. Fabio Araujo Santos -> Av. Otto Niemeyer,312.3,1.6,484656,20100324,18:12,QUARTA-FEIRA,-30.097688000000002,-51.224701000000003,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4-S07,Estr. Joao Passuelo -> Av. Joao Salomoni / Av. Rodrigues da Fonseca,2790.5,2.9,484799,20100326,11:50,SEXTA-FEIRA,-30.114585000000002,-51.212516000000001,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,1,0,0
P4-S06,Estr. Joao Vedana -> Estr. Joao Passuelo,2358.1,0.9,486980,20100327,14:00,SABADO,-30.112473000000001,-51.215667000000003,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,0,0,1
P4-S07,Estr. Joao Passuelo -> Av. Joao Salomoni / Av. Rodrigues da Fonseca,2823.3,1.8,488573,20100327,18:30,SABADO,-30.114861999999999,-51.212418999999997,AV VICENTE MONTEGGIA,,BOLETIM,2,0,0,1,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,51.1,10.4,485371,20100329,10:55,SEGUNDA-FEIRA,-30.095460920000001,-51.225383999999998,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4-S03,Av. Otto Niemeyer -> Estr. Aracaju,689.8,6.1,485409,20100330,07:14,TERCA-FEIRA,-30.100792999999999,-51.224783000000002,AV OTTO NIEMEYER,AV VICENTE MONTEGGIA,BOLETIM,0,0,0,0,0,0
P4-S04,Estr. Aracaju -> Rua Amapa,1326.1,2.3,485828,20100405,18:25,SEGUNDA-FEIRA,-30.105989810000001,-51.222504999999998,R MODESTO PEREIRA PINTO,AV VICENTE MONTEGGIA,BOLETIM,0,0,0,1,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,7.6,7.1,485865,20100406,14:50,TERCA-FEIRA,-30.095172999999999,-51.225712999999999,AV VICENTE MONTEGGIA,AV NONOAI,BOLETIM,0,0,0,0,0,0
P4-S06,Estr. Joao Vedana -> Estr. Joao Passuelo,2560.6,3.2,485482,20100406,20:25,TERCA-FEIRA,-30.112863999999998,-51.213693999999997,AV VICENTE MONTEGGIA,,BOLETIM,0,0,1,1,0,0
P4-S03,Av. Otto Niemeyer -> Estr. Aracaju,705.3,5.0,486083,20100412,18:00,SEGUNDA-FEIRA,-30.100862880000001,-51.224601999999997,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4-S06,Estr. Joao Vedana -> Estr. Joao Passuelo,1934.0,0.6,486662,20100416,14:55,SEXTA-FEIRA,-30.110429109999998,-51.219022000000002,ESTR JOAO VEDANA,AV VICENTE MONTEGGIA,BOLETIM,0,0,0,0,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,7.6,7.1,486910,20100420,07:34,TERCA-FEIRA,-30.095172949999998,-51.225712999999999,AV VICENTE MONTEGGIA,AV CAVALHADA,BOLETIM,0,0,0,0,0,0
P4-S06,Estr. Joao Vedana -> Estr. Joao Passuelo,2620.3,4.9,487302,20100423,14:18,SEXTA-FEIRA,-30.113164000000001,-51.213161999999997,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,7.6,7.1,487611,20100428,15:15,QUARTA-FEIRA,-30.095172999999999,-51.225712999999999,R DR CAMPOS VELHO,AV CAVALHADA,BOLETIM,0,0,0,0,0,0
P4-S06,Estr. Joao Vedana -> Estr. Joao Passuelo,1952.2,6.6,488012,20100505,07:57,QUARTA-FEIRA,-30.110532200000002,-51.218859000000002,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,7.6,7.1,488181,20100506,14:00,QUINTA-FEIRA,-30.095172999999999,-51.225712999999999,R DR CAMPOS VELHO,AV CAVALHADA,BOLETIM,0,0,0,0,0,1
P4-S07,Estr. Joao Passuelo -> Av. Joao Salomoni / Av. Rodrigues da Fonseca,2723.6,4.9,487903,20100506,08:20,QUINTA-FEIRA,-30.113992509999999,-51.212662999999999,AV VICENTE MONTEGGIA,,BOLETIM,2,0,0,1,0,0
P4-S06,Estr. Joao Vedana -> Estr. Joao Passuelo,2632.9,7.5,488393,20100510,08:15,SEGUNDA-FEIRA,-30.113236000000001,-51.213057999999997,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,7.6,7.1,488955,20100511,20:00,TERCA-FEIRA,-30.095172949999998,-51.225712999999999,AV VICENTE MONTEGGIA,AV CAVALHADA,BOLETIM,0,0,0,0,0,1
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,238.8,0.5,488598,20100515,14:50,SABADO,-30.097041510000000,-51.224643999999998,AV VICENTE MONTEGGIA,,BOLETIM,2,0,0,1,0,0
P4-S03,Av. Otto Niemeyer -> Estr. Aracaju,689.8,6.1,489066,20100518,19:00,TERCA-FEIRA,-30.100792999999999,-51.224783000000002,AV OTTO NIEMEYER,AV VICENTE MONTEGGIA,BOLETIM,0,0,0,0,0,0
P4-S04,Estr. Aracaju -> Rua Amapa,1461.4,7.2,489315,20100520,16:45,QUINTA-FEIRA,-30.107187509999999,-51.222192999999997,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,17.4,39.3,489751,20100527,21:00,QUINTA-FEIRA,-30.095056039999999,-51.225375000000000,AV NONOAI,,BOLETIM,0,0,0,0,0,0
P4-S03,Av. Otto Niemeyer -> Estr. Aracaju,1152.4,1.6,489572,20100527,18:20,QUINTA-FEIRA,-30.104472999999999,-51.222935999999997,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,0,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,238.8,0.5,489647,20100528,18:10,SEXTA-FEIRA,-30.097041510000000,-51.224643999999998,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,0,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,7.6,7.1,490673,20100608,18:00,TERCA-FEIRA,-30.095172949999998,-51.225712999999999,AV VICENTE MONTEGGIA,AV CAVALHADA,BOLETIM,0,0,0,0,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,7.6,7.1,491049,20100611,14:30,SEXTA-FEIRA,-30.095172999999999,-51.225712999999999,AV VICENTE MONTEGGIA,AV NONOAI,BOLETIM,0,0,0,0,0,0
P4-S03,Av. Otto Niemeyer -> Estr. Aracaju,689.8,6.1,490926,20100612,14:20,SABADO,-30.100792999999999,-51.224783000000002,AV OTTO NIEMEYER,AV VICENTE MONTEGGIA,BOLETIM,0,0,0,0,0,0
P4-S03,Av. Otto Niemeyer -> Estr. Aracaju,689.1,0.0,490794,20100613,01:25,DOMINGO,-30.100758610000000,-51.224733000000001,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,1.2,4.7,490860,20100614,01:30,SEGUNDA-FEIRA,-30.095149280000001,-51.225779000000003,AV CAVALHADA,,BOLETIM,2,0,0,1,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,7.6,7.1,491419,20100615,13:10,TERCA-FEIRA,-30.095172999999999,-51.225712999999999,R DR CAMPOS VELHO,AV NONOAI,BOLETIM,0,0,0,0,0,0
P4-S03,Av. Otto Niemeyer -> Estr. Aracaju,1063.5,5.3,491513,20100619,11:30,SABADO,-30.103694090000001,-51.223154999999998,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4-S03,Av. Otto Niemeyer -> Estr. Aracaju,739.1,2.5,491246,20100620,20:30,DOMINGO,-30.101089999999999,-51.224392999999999,AV VICENTE MONTEGGIA,,BOLETIM,2,0,0,1,0,0
P4-S05,Rua Amapa -> Estr. Joao Vedana,1476.9,3.1,491811,20100623,08:00,QUARTA-FEIRA,-30.107299999999999,-51.222088999999997,R AMAPA,AV VICENTE MONTEGGIA,BOLETIM,0,0,0,0,0,0
P4-S03,Av. Otto Niemeyer -> Estr. Aracaju,1067.4,5.5,491800,20100625,11:00,SEXTA-FEIRA,-30.103728860000000,-51.223149999999997,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4-S07,Estr. Joao Passuelo -> Av. Joao Salomoni / Av. Rodrigues da Fonseca,2723.6,4.9,491808,20100625,10:50,SEXTA-FEIRA,-30.113992509999999,-51.212662999999999,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,17.4,39.3,491827,20100627,16:10,DOMINGO,-30.095056039999999,-51.225375000000000,AV NONOAI,,BOLETIM,0,0,0,0,0,0
P4-S05,Rua Amapa -> Estr. Joao Vedana,1799.1,5.9,491999,20100629,07:30,TERCA-FEIRA,-30.109412970000001,-51.219780000000000,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4-S06,Estr. Joao Vedana -> Estr. Joao Passuelo,2436.2,3.4,492042,20100630,08:05,QUARTA-FEIRA,-30.112439999999999,-51.214855000000000,AV VICENTE MONTEGGIA,,BOLETIM,3,0,0,1,0,0
P4-S06,Estr. Joao Vedana -> Estr. Joao Passuelo,1937.0,6.5,492311,20100702,07:30,SEXTA-FEIRA,-30.110417720000001,-51.218955000000001,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,0,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,13.0,15.0,492728,20100706,17:20,TERCA-FEIRA,-30.095154000000001,-51.225616000000002,AV NONOAI,,BOLETIM,0,0,0,0,0,0
P4-S03,Av. Otto Niemeyer -> Estr. Aracaju,1063.5,5.3,495660,20100708,17:45,QUINTA-FEIRA,-30.103694090000001,-51.223154999999998,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,7.6,7.1,493032,20100710,15:25,SABADO,-30.095172949999998,-51.225712999999999,AV VICENTE MONTEGGIA,AV CAVALHADA,BOLETIM,0,0,0,0,0,0
P4-S03,Av. Otto Niemeyer -> Estr. Aracaju,689.8,6.1,493746,20100720,15:30,TERCA-FEIRA,-30.100792999999999,-51.224783000000002,AV OTTO NIEMEYER,AV VICENTE MONTEGGIA,BOLETIM,0,0,0,0,0,0
P4-S06,Estr. Joao Vedana -> Estr. Joao Passuelo,2538.6,3.7,493556,20100720,19:00,TERCA-FEIRA,-30.112694000000001,-51.213831999999996,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4-S07,Estr. Joao Passuelo -> Av. Joao Salomoni / Av. Rodrigues da Fonseca,2723.6,4.9,493991,20100726,22:15,SEGUNDA-FEIRA,-30.113992509999999,-51.212662999999999,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,1
P4-S06,Estr. Joao Vedana -> Estr. Joao Passuelo,2256.5,5.3,494394,20100802,18:05,SEGUNDA-FEIRA,-30.112529920000000,-51.216726000000001,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4-S03,Av. Otto Niemeyer -> Estr. Aracaju,689.8,6.1,499653,20100805,12:00,QUINTA-FEIRA,-30.100792999999999,-51.224783000000002,AV OTTO NIEMEYER,AV VICENTE MONTEGGIA,BOLETIM,0,0,0,0,0,0
P4-S03,Av. Otto Niemeyer -> Estr. Aracaju,733.3,6.8,494954,20100807,07:00,SABADO,-30.101112430000001,-51.224505000000001,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,0,0,0
P4-S03,Av. Otto Niemeyer -> Estr. Aracaju,699.7,6.3,495438,20100810,14:10,TERCA-FEIRA,-30.100867999999998,-51.224733000000001,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4-S02,Av. Fabio Araujo Santos -> Av. Otto Niemeyer,354.1,3.8,495521,20100811,11:40,QUARTA-FEIRA,-30.097992000000001,-51.224957000000003,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,16.4,30.2,495276,20100813,02:45,SEXTA-FEIRA,-30.095101199999998,-51.225453999999999,AV NONOAI,,BOLETIM,1,0,0,1,0,0
P4-S07,Estr. Joao Passuelo -> Av. Joao Salomoni / Av. Rodrigues da Fonseca,2831.8,3.0,495905,20100816,20:50,SEGUNDA-FEIRA,-30.114932520000000,-51.212358000000002,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4-S03,Av. Otto Niemeyer -> Estr. Aracaju,689.8,6.1,501304,20100819,10:30,QUINTA-FEIRA,-30.100792999999999,-51.224783000000002,AV OTTO NIEMEYER,AV VICENTE MONTEGGIA,BOLETIM,0,0,0,1,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,7.6,7.1,496142,20100820,09:10,SEXTA-FEIRA,-30.095172999999999,-51.225712999999999,R DR CAMPOS VELHO,AV CAVALHADA,BOLETIM,0,0,0,0,0,0
P4-S06,Estr. Joao Vedana -> Estr. Joao Passuelo,1942.9,6.2,495897,20100820,07:20,SEXTA-FEIRA,-30.110460650000000,-51.218919000000000,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4-S03,Av. Otto Niemeyer -> Estr. Aracaju,1024.8,5.2,496292,20100821,12:00,SABADO,-30.103334810000000,-51.223125000000003,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,1
P4-S05,Rua Amapa -> Estr. Joao Vedana,1751.4,0.4,497498,20100905,22:15,DOMINGO,-30.109076999999999,-51.220095000000001,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4-S07,Estr. Joao Passuelo -> Av. Joao Salomoni / Av. Rodrigues da Fonseca,2723.6,4.9,498038,20100914,07:35,TERCA-FEIRA,-30.113992509999999,-51.212662999999999,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,1,0,0
P4-S03,Av. Otto Niemeyer -> Estr. Aracaju,689.8,6.1,498055,20100915,07:10,QUARTA-FEIRA,-30.100792999999999,-51.224783000000002,AV OTTO NIEMEYER,AV VICENTE MONTEGGIA,BOLETIM,0,0,0,0,0,0
P4-S03,Av. Otto Niemeyer -> Estr. Aracaju,689.1,0.0,498000,20100917,18:15,SEXTA-FEIRA,-30.100758610000000,-51.224733000000001,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,7.6,7.1,498384,20100918,09:30,SABADO,-30.095172949999998,-51.225712999999999,AV VICENTE MONTEGGIA,AV CAVALHADA,BOLETIM,0,0,0,0,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,1.2,4.7,498681,20100923,19:08,QUINTA-FEIRA,-30.095149280000001,-51.225779000000003,AV CAVALHADA,,BOLETIM,0,0,0,0,0,0
P4-S03,Av. Otto Niemeyer -> Estr. Aracaju,689.8,6.1,498680,20100923,18:20,QUINTA-FEIRA,-30.100792999999999,-51.224783000000002,AV OTTO NIEMEYER,AV VICENTE MONTEGGIA,BOLETIM,0,0,0,0,0,0
P4-S03,Av. Otto Niemeyer -> Estr. Aracaju,733.3,6.8,498362,20100925,00:45,SABADO,-30.101112430000001,-51.224505000000001,AV VICENTE MONTEGGIA,,BOLETIM,0,0,2,0,0,0
P4-S05,Rua Amapa -> Estr. Joao Vedana,1489.4,0.7,498795,20100926,08:20,DOMINGO,-30.107367000000000,-51.221966000000002,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4-S03,Av. Otto Niemeyer -> Estr. Aracaju,689.8,6.1,499045,20100929,20:30,QUARTA-FEIRA,-30.100792999999999,-51.224783000000002,AV OTTO NIEMEYER,AV VICENTE MONTEGGIA,BOLETIM,0,0,0,0,0,0
P4-S07,Estr. Joao Passuelo -> Av. Joao Salomoni / Av. Rodrigues da Fonseca,2888.3,26.7,498838,20100930,14:35,QUINTA-FEIRA,-30.115525999999999,-51.212234000000002,AV RODRIGUES DA FONSECA,,BOLETIM,3,0,0,0,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,3.3,13.7,499294,20101001,16:20,SEXTA-FEIRA,-30.095102950000001,-51.225700000000003,AV NONOAI,,BOLETIM,0,0,0,0,0,0
P4-S06,Estr. Joao Vedana -> Estr. Joao Passuelo,1937.0,6.5,499268,20101003,12:20,DOMINGO,-30.110417720000001,-51.218955000000001,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,1,0,0
P4-S06,Estr. Joao Vedana -> Estr. Joao Passuelo,1943.0,2.7,499457,20101004,11:55,SEGUNDA-FEIRA,-30.110510999999999,-51.218991000000003,AV VICENTE MONTEGGIA,,BOLETIM,2,0,0,0,0,0
P4-S02,Av. Fabio Araujo Santos -> Av. Otto Niemeyer,652.6,1.3,500075,20101008,18:50,SEXTA-FEIRA,-30.100473999999998,-51.224921999999999,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4-S03,Av. Otto Niemeyer -> Estr. Aracaju,846.7,3.9,500066,20101008,10:20,SEXTA-FEIRA,-30.101824000000001,-51.223671000000003,AV VICENTE MONTEGGIA,,BOLETIM,0,0,0,0,0,0
P4-S07,Estr. Joao Passuelo -> Av. Joao Salomoni / Av. Rodrigues da Fonseca,2895.4,4.6,499900,20101008,10:38,SEXTA-FEIRA,-30.115501999999999,-51.212471000000001,AV VICENTE MONTEGGIA,AV RODRIGUES DA FONSECA,BOLETIM,1,0,0,0,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,10.1,26.2,500158,20101009,07:00,SABADO,-30.095061999999999,-51.225558999999997,AV NONOAI,,BOLETIM,0,0,0,0,0,0
P4-S03,Av. Otto Niemeyer -> Estr. Aracaju,689.8,6.1,500199,20101011,07:10,SEGUNDA-FEIRA,-30.100792999999999,-51.224783000000002,AV OTTO NIEMEYER,AV VICENTE MONTEGGIA,BOLETIM,0,0,0,0,0,0
P4-S04,Estr. Aracaju -> Rua Amapa,1461.4,7.2,500598,20101020,19:00,QUARTA-FEIRA,-30.107187509999999,-51.222192999999997,AV VICENTE MONTEGGIA,,BOLETIM,1,0,0,2,0,0
P4-S01,Av. da Cavalhada / Av. Nonoai / R. Dr. Campos Velho -> Av. Fabio Araujo Santos,7.6,7.1,504132,20101023,04:00,SABADO,-30.095172999999999,-51.225712999999999,AV CAVALHADA,AV NONOAI,BOLETIM,1,0,0,0,0,0
